0.0,3,[0, 1, 0],[0.0, 0.0, 0.0]
0.0,4,[0, 1, 0],[0.0, 0.0, -2.2511931583009598e-05]
0.0,4,[0, 1, 0],[0.0, 0.0, -0.00027988028394119774]
0.0,4,[0, 1, 0],[0.0, 0.0, -0.0017979763376919139]
0.0,4,[0, 1, 0],[0.0, 0.0, -0.007329834082313411]
0.0,4,[0, 1, 0],[0.0, 0.0, -0.02092946702729586]
0.0,4,[0, 1, 0],[0.0, 0.0, -0.04379380171398188]
0.0,4,[0, 1, 0],[0.0, 0.0, -0.07019293392433179]
0.0,4,[0, 1, 0],[0.0, 0.0, -0.09007639300034682]
0.0,4,[0, 1, 0],[0.0, 0.0, -0.09679586699140445]
0.0,4,[0, 1, 0],[0.0, 0.0, -0.0911380035125451]
0.0,4,[0, 1, 0],[0.0, 0.0, -0.07960518950329568]
0.0,4,[0, 1, 0],[0.0, 0.0, -0.0691373329584257]
0.0,4,[0, 1, 0],[0.0, 0.0, -0.06235007293918156]
0.0,4,[0, 1, 0],[0.0, 0.0, -0.05705514568101242]
0.0,4,[0, 1, 0],[0.0, 0.0, -0.05020426370416447]
0.0,4,[0, 1, 0],[0.0, 0.0, -0.04135875241614448]
0.0,4,[0, 1, 0],[0.0, 0.0, -0.03303736121214158]
0.0,4,[0, 1, 0],[0.0, 0.0, -0.027764332483920674]
0.0,4,[0, 1, 0],[0.0, 0.0, -0.025113190516350692]
0.0,4,[0, 1, 0],[0.0, 0.0, -0.02275550019851573]
0.0,4,[0, 1, 0],[0.0, 0.0, -0.019664822183723247]
0.0,4,[0, 1, 0],[0.0, 0.0, -0.016788005807846312]
0.0,4,[0, 1, 0],[0.0, 0.0, -0.015104908028860156]
0.0,4,[0, 1, 0],[0.0, 0.0, -0.014409057180548194]
0.0,4,[0, 1, 0],[0.0, 0.0, -0.013627794744385949]
0.0,4,[0, 1, 0],[0.0, 0.0, -0.012082883195928412]
0.0,4,[0, 1, 0],[0.0, 0.0, -0.010193223097887687]
0.0,4,[0, 1, 0],[0.0, 0.0, -0.008815986607552492]
0.0,4,[0, 1, 0],[0.0, 0.0, -0.00801578706314941]
